name,team,sport,league,indices
J. Bazié,Lille,Football,Ligue1,"[1612, 2052]"
Lisandru Olmeta,Lille,Football,Ligue1,"[1613, 2053]"
A. Faiz,Lille,Football,Ligue1,"[1614, 2054]"
A. Malouda,Lille,Football,Ligue1,"[1615, 2055]"
I. Ferrah,Lille,Football,Ligue1,"[1616, 2056]"
L. Baret,Lille,Football,Ligue1,"[1617, 2057]"
M. Ezzarhouni,Lille,Football,Ligue1,"[1618, 2058]"
M. Costarelli,Lille,Football,Ligue1,"[1619, 2059]"
Juan Bernat,Paris Saint Germain,Football,Ligue1,"[1720, 2060]"
C. Dagba,Paris Saint Germain,Football,Ligue1,"[1721, 2061]"
L. Kurzawa,Paris Saint Germain,Football,Ligue1,"[1722, 2062]"
Kylian Mbappé,Paris Saint Germain,Football,Ligue1,"[1723, 2063]"
K. Navas,Paris Saint Germain,Football,Ligue1,"[1724, 2064]"
Sergio Rico,Paris Saint Germain,Football,Ligue1,"[1725, 2065]"
A. Letellier,Paris Saint Germain,Football,Ligue1,"[1726, 2066]"
X. Simons,Paris Saint Germain,Football,Ligue1,"[1727, 2067]"
L. Lavallée,Paris Saint Germain,Football,Ligue1,"[1728, 2068]"
A. Kari,Paris Saint Germain,Football,Ligue1,"[1729, 2069]"
L. Mouquet,Paris Saint Germain,Football,Ligue1,"[1730, 2070]"
I. Housni,Paris Saint Germain,Football,Ligue1,"[1731, 2071]"
Yoram\t Zague,Paris Saint Germain,Football,Ligue1,"[1732, 2072]"
E. Mbappé,Paris Saint Germain,Football,Ligue1,"[1733, 2073]"
Kouakou Joane Gadou,Paris Saint Germain,Football,Ligue1,"[1734, 2074]"
Serif Nhaga,Paris Saint Germain,Football,Ligue1,"[1735, 2075]"
Naoufel El Hannach,Paris Saint Germain,Football,Ligue1,"[1736, 2076]"
I. Mbaye,Paris Saint Germain,Football,Ligue1,"[1737, 2077]"
Quentin Ndjantou Mbitcha,Paris Saint Germain,Football,Ligue1,"[1738, 2078]"
W. Slama,Paris Saint Germain,Football,Ligue1,"[1739, 2079]"
J. Teze,Monaco,Football,Ligue1,"[1740, 2080]"
B. Embolo,Monaco,Football,Ligue1,"[1741, 2081]"
W. Ben Yedder,Monaco,Football,Ligue1,"[1742, 2082]"
M. Camara,Monaco,Football,Ligue1,"[1743, 2083]"
M. Boadu,Monaco,Football,Ligue1,"[1744, 2084]"
F. Balogun,Monaco,Football,Ligue1,"[1745, 2085]"
M. Biereth,Monaco,Football,Ligue1,"[1746, 2086]"
F. Lemaréchal,Monaco,Football,Ligue1,"[1747, 2087]"
M. Bamba,Monaco,Football,Ligue1,"[1748, 2088]"
A. Platret,Monaco,Football,Ligue1,"[1749, 2089]"
N. Babaï,Monaco,Football,Ligue1,"[1750, 2090]"
S. Magassa,Monaco,Football,Ligue1,"[1751, 2091]"
L. Michal,Monaco,Football,Ligue1,"[1752, 2092]"
R. Valme,Monaco,Football,Ligue1,"[1753, 2093]"
Antonin Cartillier,Monaco,Football,Ligue1,"[1754, 2094]"
Malamine Efekele,Monaco,Football,Ligue1,"[1755, 2095]"
G. Ilenikhena,Monaco,Football,Ligue1,"[1756, 2096]"
Mayssam Benama,Monaco,Football,Ligue1,"[1757, 2097]"
J. Bery,Monaco,Football,Ligue1,"[1758, 2098]"
A. Bamba,Monaco,Football,Ligue1,"[1759, 2099]"
J. Amavi,Stade Brestois 29,Football,Ligue1,"[1840, 2100]"
M. Haïdara,Stade Brestois 29,Football,Ligue1,"[1841, 2101]"
S. Mounié,Stade Brestois 29,Football,Ligue1,"[1842, 2102]"
B. Brahimi,Stade Brestois 29,Football,Ligue1,"[1843, 2103]"
J. Martin,Stade Brestois 29,Football,Ligue1,"[1844, 2104]"
L. Ajorque,Stade Brestois 29,Football,Ligue1,"[1845, 2105]"
A. Dari,Stade Brestois 29,Football,Ligue1,"[1846, 2106]"
Mama Baldé,Stade Brestois 29,Football,Ligue1,"[1847, 2107]"
A. Lebeau,Stade Brestois 29,Football,Ligue1,"[1848, 2108]"
L. Brassier,Stade Brestois 29,Football,Ligue1,"[1849, 2109]"
H. Mbock,Stade Brestois 29,Football,Ligue1,"[1850, 2110]"
M. Satriano,Stade Brestois 29,Football,Ligue1,"[1851, 2111]"
A. N&apos;Diaye,Stade Brestois 29,Football,Ligue1,"[1852, 2112]"
D. Konte,Stade Brestois 29,Football,Ligue1,"[1853, 2113]"
Antonin Cartillier,Stade Brestois 29,Football,Ligue1,"[1854, 2114]"
L. Botz,Stade Brestois 29,Football,Ligue1,"[1855, 2115]"
I. Salah,Stade Brestois 29,Football,Ligue1,"[1856, 2116]"
T. Le Verge,Stade Brestois 29,Football,Ligue1,"[1857, 2117]"
I. Kanté,Stade Brestois 29,Football,Ligue1,"[1858, 2118]"
Serigne Diop,Stade Brestois 29,Football,Ligue1,"[1859, 2119]"
Mahamadou Diawara,Le Havre,Football,Ligue1,"[1895, 28878]"
J. Matip,Liverpool,Football,ChampionsLeague,"[100, 1960]"
Thiago Alcântara,Liverpool,Football,ChampionsLeague,"[101, 1961]"
Diogo Jota,Liverpool,Football,ChampionsLeague,"[102, 1962, 24414]"
C. Ramsay,Liverpool,Football,ChampionsLeague,"[103, 1963]"
Thomas Daniel Hill,Liverpool,Football,ChampionsLeague,"[104, 1964]"
James Barry Norris,Liverpool,Football,ChampionsLeague,"[105, 1965]"
O. Beck,Liverpool,Football,ChampionsLeague,"[106, 1966]"
V. Jaroš,Liverpool,Football,ChampionsLeague,"[107, 1967]"
H. Davies,Liverpool,Football,ChampionsLeague,"[108, 1968]"
James Balagizi,Liverpool,Football,ChampionsLeague,"[109, 1969]"
Mateusz Konrad Musiałowski,Liverpool,Football,ChampionsLeague,"[110, 1970]"
L. Chambers,Liverpool,Football,ChampionsLeague,"[111, 1971]"
Kaide Gordon,Liverpool,Football,ChampionsLeague,"[112, 1972]"
J. McConnell,Liverpool,Football,ChampionsLeague,"[113, 1973]"
Fabian Mrozek,Liverpool,Football,ChampionsLeague,"[114, 1974]"
C. Scanlon,Liverpool,Football,ChampionsLeague,"[115, 1975]"
Stefan Bajčetić,Liverpool,Football,ChampionsLeague,"[116, 1976]"
B. Clark,Liverpool,Football,ChampionsLeague,"[117, 1977]"
Trent Toure Kone Doherty,Liverpool,Football,ChampionsLeague,"[118, 1978]"
R. Young,Liverpool,Football,ChampionsLeague,"[119, 1979]"
T. Partey,Arsenal,Football,ChampionsLeague,"[140, 1980]"
Cédric Soares,Arsenal,Football,ChampionsLeague,"[141, 1981]"
Mohamed Elneny,Arsenal,Football,ChampionsLeague,"[142, 1982]"
Jorginho,Arsenal,Football,ChampionsLeague,"[143, 1983, 24118]"
T. Tomiyasu,Arsenal,Football,ChampionsLeague,"[144, 1984]"
Nuno Tavares,Arsenal,Football,ChampionsLeague,"[145, 1985]"
N. Butler-Oyedeji,Arsenal,Football,ChampionsLeague,"[146, 1986]"
O. Rekik,Arsenal,Football,ChampionsLeague,"[147, 1987]"
S. Oulad M&apos;Hand,Arsenal,Football,ChampionsLeague,"[148, 1988]"
M. Biereth,Arsenal,Football,ChampionsLeague,"[149, 1989]"
Jack Henry-Francis,Arsenal,Football,ChampionsLeague,"[150, 1990]"
James Lannin-Sweet,Arsenal,Football,ChampionsLeague,"[151, 1991]"
Mauro Bandeira,Arsenal,Football,ChampionsLeague,"[152, 1992]"
C. Sagoe,Arsenal,Football,ChampionsLeague,"[153, 1993]"
A. Cozier-Duberry,Arsenal,Football,ChampionsLeague,"[154, 1994]"
R. Walters,Arsenal,Football,ChampionsLeague,"[155, 1995]"
Marquinhos,Arsenal,Football,ChampionsLeague,"[156, 1996]"
J. Gower,Arsenal,Football,ChampionsLeague,"[157, 1997]"
M. Rosiak,Arsenal,Football,ChampionsLeague,"[158, 1998]"
L. Martin,Arsenal,Football,ChampionsLeague,"[159, 1999]"
T. Harwood-Bellis,Manchester City,Football,ChampionsLeague,"[260, 2000]"
B. Knight,Manchester City,Football,ChampionsLeague,"[261, 2001]"
F. Burns,Manchester City,Football,ChampionsLeague,"[262, 2002]"
L. Delap,Manchester City,Football,ChampionsLeague,"[263, 2003]"
Yan Couto,Manchester City,Football,ChampionsLeague,"[264, 2004]"
L. Mbete,Manchester City,Football,ChampionsLeague,"[265, 2005]"
C. Doyle,Manchester City,Football,ChampionsLeague,"[266, 2006]"
A. Robertson,Manchester City,Football,ChampionsLeague,"[267, 2007]"
Jadel Katongo,Manchester City,Football,ChampionsLeague,"[268, 2008]"
Joel Tshisanga Ndala,Manchester City,Football,ChampionsLeague,"[269, 2009]"
Tomas Galvez,Manchester City,Football,ChampionsLeague,"[270, 2010]"
L. Samuel,Manchester City,Football,ChampionsLeague,"[271, 2011]"
J. Oboavwoduo,Manchester City,Football,ChampionsLeague,"[272, 2012]"
A. Ahmed Fatah,Manchester City,Football,ChampionsLeague,"[273, 2013]"
Jaden Heskey,Manchester City,Football,ChampionsLeague,"[274, 2014]"
True Grant,Manchester City,Football,ChampionsLeague,"[275, 2015]"
S. Mfuni,Manchester City,Football,ChampionsLeague,"[276, 2016]"
Farid Alfa-Ruprecht,Manchester City,Football,ChampionsLeague,"[277, 2017]"
M. Hudson,Manchester City,Football,ChampionsLeague,"[278, 2018]"
Reigan Heskey,Manchester City,Football,ChampionsLeague,"[279, 2019]"
C. Lenglet,Aston Villa,Football,ChampionsLeague,"[380, 2020]"
N. Zaniolo,Aston Villa,Football,ChampionsLeague,"[381, 2021]"
C. Chambers,Aston Villa,Football,ChampionsLeague,"[382, 2022]"
K. Hause,Aston Villa,Football,ChampionsLeague,"[383, 2023]"
Douglas Luiz,Aston Villa,Football,ChampionsLeague,"[384, 2024]"
F. Marschall,Aston Villa,Football,ChampionsLeague,"[385, 2025]"
L. Dobbin,Aston Villa,Football,ChampionsLeague,"[386, 2026]"
L. Barry,Aston Villa,Football,ChampionsLeague,"[387, 2027]"
S. Revan,Aston Villa,Football,ChampionsLeague,"[388, 2028]"
J. Wright,Aston Villa,Football,ChampionsLeague,"[389, 2029]"
L. Sousa,Aston Villa,Football,ChampionsLeague,"[390, 2030]"
T. Iroegbunam,Aston Villa,Football,ChampionsLeague,"[391, 2031]"
Finley Munroe,Aston Villa,Football,ChampionsLeague,"[392, 2032]"
Kobei Moore,Aston Villa,Football,ChampionsLeague,"[393, 2033]"
Joshua Feeney,Aston Villa,Football,ChampionsLeague,"[394, 2034]"
K. Young,Aston Villa,Football,ChampionsLeague,"[395, 2035]"
O. Kellyman,Aston Villa,Football,ChampionsLeague,"[396, 2036]"
J. Jimoh,Aston Villa,Football,ChampionsLeague,"[397, 2037]"
B. Burrows,Aston Villa,Football,ChampionsLeague,"[398, 2038]"
L. Emery,Aston Villa,Football,ChampionsLeague,"[399, 2039]"
S. Umtiti,Lille,Football,ChampionsLeague,"[1600, 2040]"
A. Ounas,Lille,Football,ChampionsLeague,"[1601, 2041]"
C. Akpom,Lille,Football,ChampionsLeague,"[1602, 2042]"
Ivan Cavaleiro,Lille,Football,ChampionsLeague,"[1603, 2043, 28937]"
V. Vanbaleghem,Lille,Football,ChampionsLeague,"[1604, 2044]"
A. Zedadka,Lille,Football,ChampionsLeague,"[1605, 2045]"
R. Cabella,Lille,Football,ChampionsLeague,"[1606, 2046]"
A. Jakubech,Lille,Football,ChampionsLeague,"[1607, 2047]"
G. Gudmundsson,Lille,Football,ChampionsLeague,"[1608, 2048]"
Y. Yazıcı,Lille,Football,ChampionsLeague,"[1609, 2049]"
V. Mannone,Lille,Football,ChampionsLeague,"[1610, 2050]"
T. Negrel,Lille,Football,ChampionsLeague,"[1611, 2051]"
J. Bazié,Lille,Football,ChampionsLeague,"[1612, 2052]"
Lisandru Olmeta,Lille,Football,ChampionsLeague,"[1613, 2053]"
A. Faiz,Lille,Football,ChampionsLeague,"[1614, 2054]"
A. Malouda,Lille,Football,ChampionsLeague,"[1615, 2055]"
I. Ferrah,Lille,Football,ChampionsLeague,"[1616, 2056]"
L. Baret,Lille,Football,ChampionsLeague,"[1617, 2057]"
M. Ezzarhouni,Lille,Football,ChampionsLeague,"[1618, 2058]"
M. Costarelli,Lille,Football,ChampionsLeague,"[1619, 2059]"
Juan Bernat,Paris Saint Germain,Football,ChampionsLeague,"[1720, 2060]"
C. Dagba,Paris Saint Germain,Football,ChampionsLeague,"[1721, 2061]"
L. Kurzawa,Paris Saint Germain,Football,ChampionsLeague,"[1722, 2062]"
Kylian Mbappé,Paris Saint Germain,Football,ChampionsLeague,"[1723, 2063]"
K. Navas,Paris Saint Germain,Football,ChampionsLeague,"[1724, 2064]"
Sergio Rico,Paris Saint Germain,Football,ChampionsLeague,"[1725, 2065]"
A. Letellier,Paris Saint Germain,Football,ChampionsLeague,"[1726, 2066]"
X. Simons,Paris Saint Germain,Football,ChampionsLeague,"[1727, 2067]"
L. Lavallée,Paris Saint Germain,Football,ChampionsLeague,"[1728, 2068]"
A. Kari,Paris Saint Germain,Football,ChampionsLeague,"[1729, 2069]"
L. Mouquet,Paris Saint Germain,Football,ChampionsLeague,"[1730, 2070]"
I. Housni,Paris Saint Germain,Football,ChampionsLeague,"[1731, 2071]"
Yoram\t Zague,Paris Saint Germain,Football,ChampionsLeague,"[1732, 2072]"
E. Mbappé,Paris Saint Germain,Football,ChampionsLeague,"[1733, 2073]"
Kouakou Joane Gadou,Paris Saint Germain,Football,ChampionsLeague,"[1734, 2074]"
Serif Nhaga,Paris Saint Germain,Football,ChampionsLeague,"[1735, 2075]"
Naoufel El Hannach,Paris Saint Germain,Football,ChampionsLeague,"[1736, 2076]"
I. Mbaye,Paris Saint Germain,Football,ChampionsLeague,"[1737, 2077]"
Quentin Ndjantou Mbitcha,Paris Saint Germain,Football,ChampionsLeague,"[1738, 2078]"
W. Slama,Paris Saint Germain,Football,ChampionsLeague,"[1739, 2079]"
J. Teze,Monaco,Football,ChampionsLeague,"[1740, 2080]"
B. Embolo,Monaco,Football,ChampionsLeague,"[1741, 2081]"
W. Ben Yedder,Monaco,Football,ChampionsLeague,"[1742, 2082]"
M. Camara,Monaco,Football,ChampionsLeague,"[1743, 2083]"
M. Boadu,Monaco,Football,ChampionsLeague,"[1744, 2084]"
F. Balogun,Monaco,Football,ChampionsLeague,"[1745, 2085]"
M. Biereth,Monaco,Football,ChampionsLeague,"[1746, 2086]"
F. Lemaréchal,Monaco,Football,ChampionsLeague,"[1747, 2087]"
M. Bamba,Monaco,Football,ChampionsLeague,"[1748, 2088]"
A. Platret,Monaco,Football,ChampionsLeague,"[1749, 2089]"
N. Babaï,Monaco,Football,ChampionsLeague,"[1750, 2090]"
S. Magassa,Monaco,Football,ChampionsLeague,"[1751, 2091]"
L. Michal,Monaco,Football,ChampionsLeague,"[1752, 2092]"
R. Valme,Monaco,Football,ChampionsLeague,"[1753, 2093]"
Antonin Cartillier,Monaco,Football,ChampionsLeague,"[1754, 2094]"
Malamine Efekele,Monaco,Football,ChampionsLeague,"[1755, 2095]"
G. Ilenikhena,Monaco,Football,ChampionsLeague,"[1756, 2096]"
Mayssam Benama,Monaco,Football,ChampionsLeague,"[1757, 2097]"
J. Bery,Monaco,Football,ChampionsLeague,"[1758, 2098]"
A. Bamba,Monaco,Football,ChampionsLeague,"[1759, 2099]"
J. Amavi,Stade Brestois 29,Football,ChampionsLeague,"[1840, 2100]"
M. Haïdara,Stade Brestois 29,Football,ChampionsLeague,"[1841, 2101]"
S. Mounié,Stade Brestois 29,Football,ChampionsLeague,"[1842, 2102]"
B. Brahimi,Stade Brestois 29,Football,ChampionsLeague,"[1843, 2103]"
J. Martin,Stade Brestois 29,Football,ChampionsLeague,"[1844, 2104]"
L. Ajorque,Stade Brestois 29,Football,ChampionsLeague,"[1845, 2105]"
A. Dari,Stade Brestois 29,Football,ChampionsLeague,"[1846, 2106]"
Mama Baldé,Stade Brestois 29,Football,ChampionsLeague,"[1847, 2107]"
A. Lebeau,Stade Brestois 29,Football,ChampionsLeague,"[1848, 2108]"
L. Brassier,Stade Brestois 29,Football,ChampionsLeague,"[1849, 2109]"
H. Mbock,Stade Brestois 29,Football,ChampionsLeague,"[1850, 2110]"
M. Satriano,Stade Brestois 29,Football,ChampionsLeague,"[1851, 2111]"
A. N&apos;Diaye,Stade Brestois 29,Football,ChampionsLeague,"[1852, 2112]"
D. Konte,Stade Brestois 29,Football,ChampionsLeague,"[1853, 2113]"
Antonin Cartillier,Stade Brestois 29,Football,ChampionsLeague,"[1854, 2114]"
L. Botz,Stade Brestois 29,Football,ChampionsLeague,"[1855, 2115]"
I. Salah,Stade Brestois 29,Football,ChampionsLeague,"[1856, 2116]"
T. Le Verge,Stade Brestois 29,Football,ChampionsLeague,"[1857, 2117]"
I. Kanté,Stade Brestois 29,Football,ChampionsLeague,"[1858, 2118]"
Serigne Diop,Stade Brestois 29,Football,ChampionsLeague,"[1859, 2119]"
T. Müller,Bayern München,Football,ChampionsLeague,"[800, 2120]"
L. Sané,Bayern München,Football,ChampionsLeague,"[801, 2121]"
B. Sarr,Bayern München,Football,ChampionsLeague,"[802, 2122]"
M. Tillman,Bayern München,Football,ChampionsLeague,"[803, 2123]"
J. Schenk,Bayern München,Football,ChampionsLeague,"[804, 2124]"
L. Denk,Bayern München,Football,ChampionsLeague,"[805, 2125]"
T. Hülsmann,Bayern München,Football,ChampionsLeague,"[806, 2126]"
Bryan Zaragoza,Bayern München,Football,ChampionsLeague,"[807, 2127]"
J. Janitzek,Bayern München,Football,ChampionsLeague,"[808, 2128]"
P. Wanner,Bayern München,Football,ChampionsLeague,"[809, 2129]"
Olof Matteo Perez Vinlöf,Bayern München,Football,ChampionsLeague,"[810, 2130]"
Jonathan Asp Jensen,Bayern München,Football,ChampionsLeague,"[811, 2131]"
Vincent Manuba,Bayern München,Football,ChampionsLeague,"[812, 2132]"
Benedikt Wimmer,Bayern München,Football,ChampionsLeague,"[813, 2133]"
Grayson Dettoni,Bayern München,Football,ChampionsLeague,"[814, 2134]"
M. Scholze,Bayern München,Football,ChampionsLeague,"[815, 2135]"
Javier Fernández González,Bayern München,Football,ChampionsLeague,"[816, 2136]"
Adin Ličina,Bayern München,Football,ChampionsLeague,"[817, 2137]"
Mudaser Sadat,Bayern München,Football,ChampionsLeague,"[818, 2138]"
Michael Scott,Bayern München,Football,ChampionsLeague,"[819, 2139]"
M. Wolf,Borussia Dortmund,Football,ChampionsLeague,"[920, 2140]"
T. Meunier,Borussia Dortmund,Football,ChampionsLeague,"[921, 2141]"
M. Hummels,Borussia Dortmund,Football,ChampionsLeague,"[922, 2142]"
E. Can,Borussia Dortmund,Football,ChampionsLeague,"[923, 2143]"
J. Brandt,Borussia Dortmund,Football,ChampionsLeague,"[924, 2144]"
S. Haller,Borussia Dortmund,Football,ChampionsLeague,"[925, 2145]"
K. Adeyemi,Borussia Dortmund,Football,ChampionsLeague,"[926, 2146]"
P. Groß,Borussia Dortmund,Football,ChampionsLeague,"[927, 2147]"
S. Guirassy,Borussia Dortmund,Football,ChampionsLeague,"[928, 2148]"
M. Beier,Borussia Dortmund,Football,ChampionsLeague,"[929, 2149]"
Y. Moukoko,Borussia Dortmund,Football,ChampionsLeague,"[930, 2150]"
S. Coulibaly,Borussia Dortmund,Football,ChampionsLeague,"[931, 2151]"
F. Roggow,Borussia Dortmund,Football,ChampionsLeague,"[932, 2152]"
R. Elongo-Yombo,Borussia Dortmund,Football,ChampionsLeague,"[933, 2153]"
J. Hettwer,Borussia Dortmund,Football,ChampionsLeague,"[934, 2154]"
William Cole Campbell,Borussia Dortmund,Football,ChampionsLeague,"[935, 2155]"
Hendry Aron Blank,Borussia Dortmund,Football,ChampionsLeague,"[936, 2156]"
J. Duranville,Borussia Dortmund,Football,ChampionsLeague,"[937, 2157]"
Paris Josua  Brunner,Borussia Dortmund,Football,ChampionsLeague,"[938, 2158]"
Tyler Louis Meiser,Borussia Dortmund,Football,ChampionsLeague,"[939, 2159]"
P. Schick,Bayer Leverkusen,Football,ChampionsLeague,"[960, 2160]"
N. Mukiele,Bayer Leverkusen,Football,ChampionsLeague,"[961, 2161]"
S. Azmoun,Bayer Leverkusen,Football,ChampionsLeague,"[962, 2162]"
Hermoso,Bayer Leverkusen,Football,ChampionsLeague,"[963, 2163]"
V. Boniface,Bayer Leverkusen,Football,ChampionsLeague,"[964, 2164]"
O. Kossounou,Bayer Leverkusen,Football,ChampionsLeague,"[965, 2165]"
A. Hložek,Bayer Leverkusen,Football,ChampionsLeague,"[966, 2166]"
A. Adli,Bayer Leverkusen,Football,ChampionsLeague,"[967, 2167]"
N. Tella,Bayer Leverkusen,Football,ChampionsLeague,"[968, 2168]"
S. Fofana,Bayer Leverkusen,Football,ChampionsLeague,"[969, 2169]"
M. Monamay,Bayer Leverkusen,Football,ChampionsLeague,"[970, 2170]"
I. Maza,Bayer Leverkusen,Football,ChampionsLeague,"[971, 2171]"
Ken Eghosa Gideon Izekor,Bayer Leverkusen,Football,ChampionsLeague,"[972, 2172]"
Kerim-Sam Alajbegović,Bayer Leverkusen,Football,ChampionsLeague,"[973, 2173]"
A. Sarco,Bayer Leverkusen,Football,ChampionsLeague,"[974, 2174]"
O. Raterink,Bayer Leverkusen,Football,ChampionsLeague,"[975, 2175]"
A. Natali,Bayer Leverkusen,Football,ChampionsLeague,"[976, 2176]"
K. Raterink,Bayer Leverkusen,Football,ChampionsLeague,"[977, 2177]"
B. Hawighorst,Bayer Leverkusen,Football,ChampionsLeague,"[978, 2178]"
S. Rapsch,Bayer Leverkusen,Football,ChampionsLeague,"[979, 2179]"
J. Bruun Larsen,VfB Stuttgart,Football,ChampionsLeague,"[1020, 2180]"
S. Katompa Mvumpa,VfB Stuttgart,Football,ChampionsLeague,"[1021, 2181]"
C. Führich,VfB Stuttgart,Football,ChampionsLeague,"[1022, 2182]"
N. Nartey,VfB Stuttgart,Football,ChampionsLeague,"[1023, 2183]"
A. Karazor,VfB Stuttgart,Football,ChampionsLeague,"[1024, 2184]"
D. Undav,VfB Stuttgart,Football,ChampionsLeague,"[1025, 2185]"
E. Demirović,VfB Stuttgart,Football,ChampionsLeague,"[1026, 2186]"
J. Leweling,VfB Stuttgart,Football,ChampionsLeague,"[1027, 2187]"
A. Rouault,VfB Stuttgart,Football,ChampionsLeague,"[1028, 2188]"
A. Stiller,VfB Stuttgart,Football,ChampionsLeague,"[1029, 2189]"
N. Woltemade,VfB Stuttgart,Football,ChampionsLeague,"[1030, 2190]"
F. Rieder,VfB Stuttgart,Football,ChampionsLeague,"[1031, 2191]"
Y. Keitel,VfB Stuttgart,Football,ChampionsLeague,"[1032, 2192]"
E. Touré,VfB Stuttgart,Football,ChampionsLeague,"[1033, 2193]"
W. Faghir,VfB Stuttgart,Football,ChampionsLeague,"[1034, 2194]"
T. Kastanaras,VfB Stuttgart,Football,ChampionsLeague,"[1035, 2195]"
J. Diehl,VfB Stuttgart,Football,ChampionsLeague,"[1036, 2196]"
R. Paula,VfB Stuttgart,Football,ChampionsLeague,"[1037, 2197]"
Christopher Olivier,VfB Stuttgart,Football,ChampionsLeague,"[1038, 2198]"
Eliot Bujupi,VfB Stuttgart,Football,ChampionsLeague,"[1039, 2199]"
L. Openda,RB Leipzig,Football,ChampionsLeague,"[1040, 2200]"
X. Schlager,RB Leipzig,Football,ChampionsLeague,"[1041, 2201]"
A. Haidara,RB Leipzig,Football,ChampionsLeague,"[1042, 2202]"
K. Kampl,RB Leipzig,Football,ChampionsLeague,"[1043, 2203]"
E. Elmas,RB Leipzig,Football,ChampionsLeague,"[1044, 2204]"
André Silva,RB Leipzig,Football,ChampionsLeague,"[1045, 2205]"
N. Seiwald,RB Leipzig,Football,ChampionsLeague,"[1046, 2206]"
L. Geertruida,RB Leipzig,Football,ChampionsLeague,"[1047, 2207]"
J. Blaswich,RB Leipzig,Football,ChampionsLeague,"[1048, 2208]"
F. Hartmann,RB Leipzig,Football,ChampionsLeague,"[1049, 2209]"
B. Šeško,RB Leipzig,Football,ChampionsLeague,"[1050, 2210]"
Hugo Novoa,RB Leipzig,Football,ChampionsLeague,"[1051, 2211]"
A. Vermeeren,RB Leipzig,Football,ChampionsLeague,"[1052, 2212]"
J. Norbye,RB Leipzig,Football,ChampionsLeague,"[1053, 2213]"
A. Ouédraogo,RB Leipzig,Football,ChampionsLeague,"[1054, 2214]"
T. Gomis,RB Leipzig,Football,ChampionsLeague,"[1055, 2215]"
Robert Ramsak,RB Leipzig,Football,ChampionsLeague,"[1056, 2216, 27986]"
Jamie Schuldes,RB Leipzig,Football,ChampionsLeague,"[1057, 2217]"
V. Gebel,RB Leipzig,Football,ChampionsLeague,"[1058, 2218]"
F. Sakar,RB Leipzig,Football,ChampionsLeague,"[1059, 2219]"
F. Ballo-Touré,AC Milan,Football,ChampionsLeague,"[1200, 2500]"
D. Origi,AC Milan,Football,ChampionsLeague,"[1201, 2501]"
A. Mirante,AC Milan,Football,ChampionsLeague,"[1202, 2502]"
D. Calabria,AC Milan,Football,ChampionsLeague,"[1203, 2503]"
L. Jović,AC Milan,Football,ChampionsLeague,"[1204, 2504]"
S. Kjær,AC Milan,Football,ChampionsLeague,"[1205, 2505]"
T. Abraham,AC Milan,Football,ChampionsLeague,"[1206, 2506]"
D. Vásquez,AC Milan,Football,ChampionsLeague,"[1207, 2507]"
D. Maldini,AC Milan,Football,ChampionsLeague,"[1208, 2508]"
E. Roback,AC Milan,Football,ChampionsLeague,"[1209, 2509]"
C. De Ketelaere,AC Milan,Football,ChampionsLeague,"[1210, 2510]"
M. Lazetić,AC Milan,Football,ChampionsLeague,"[1211, 2511]"
A. Coubiș,AC Milan,Football,ChampionsLeague,"[1212, 2512]"
Victor Ehuwa Eletu,AC Milan,Football,ChampionsLeague,"[1213, 2513]"
Kevin Zeroli,AC Milan,Football,ChampionsLeague,"[1214, 2514]"
A. Bakoune,AC Milan,Football,ChampionsLeague,"[1215, 2515]"
D. Sia,AC Milan,Football,ChampionsLeague,"[1216, 2516]"
Andrea  Bartoccioni,AC Milan,Football,ChampionsLeague,"[1217, 2517]"
A. Bonomi,AC Milan,Football,ChampionsLeague,"[1218, 2518]"
A. Longoni,AC Milan,Football,ChampionsLeague,"[1219, 2519]"
M. De Sciglio,Juventus,Football,ChampionsLeague,"[1300, 2520]"
M. Kean,Juventus,Football,ChampionsLeague,"[1301, 2521]"
H. Nicolussi,Juventus,Football,ChampionsLeague,"[1302, 2522]"
P. Pogba,Juventus,Football,ChampionsLeague,"[1303, 2523]"
S. Gori,Juventus,Football,ChampionsLeague,"[1304, 2524]"
G. Frabotta,Juventus,Football,ChampionsLeague,"[1305, 2525]"
